Type of Facility,Name of Facility,Street address,County,Phone number,State FIPS code,County FIPS code,County Number,County Code,Location 1
DDAP-Licensed Treatment Facility,Medmark Treatment Centers Greensburg,1037 Compass Circle,Westmoreland,724-834-1144,42,129,65,65,"Greensburg, Pennsylvania 15601
(40.301458, -79.538929)"
DDAP-Licensed Treatment Facility,"B.E.S.T. Building and Embrasing Sobriety Together, Inc.",542 Rt 6 And 209,Pike,570-422-6522,42,103,52,52,"Milford, Pennsylvania 18337
(41.326295, -74.809428)"
DDAP-Licensed Treatment Facility,"Pyramid Healthcare, Inc., Monroe Outpatient","3180 Route 611, Suite 19",Monroe,570-420-7939,42,089,45,45,"Bartonsville, Pennsylvania 18321
(41.018755, -75.296945)"
DDAP-Licensed Treatment Facility,Livengrin Counseling Center,9140 Academy Road,Philadelphia,215-335-3419,42,101,51,51,"Philadelphia, Pennsylvania 19114
(40.0554508, -75.0083123)"
DDAP-Licensed Treatment Facility,Warren General Hospital,"Two Crescent Park West, PO Box 68",Warren,814-723-3300,42,123,62,62,"Warren, Pennsylvania 16365
(41.843272, -79.154769)"
DDAP-Licensed Treatment Facility,"Raft Treatment Center, LLC","860 Broad Street, Suite 101",Lehigh,610-965-8454,42,077,39,39,"Emmaus, Pennsylvania 18049
(40.528908, -75.5001)"
DDAP-Licensed Treatment Facility,Sound Community Solutions,2001 North Front Street Suite 110 Building 1,Dauphin,717-961-9740,42,043,22,22,"Harrisburg, Pennsylvania 17102
(40.276569, -76.898217)"
DDAP-Licensed Treatment Facility,RHD New Start FIR Program,3653-55 North 15 Street,Philadelphia,215-228-2323,42,101,51,51,"Philadelphia, Pennsylvania 19140
(40.009056, -75.15296)"
DDAP-Licensed Treatment Facility,Greenbriar Treatment Center South Hills,"101 Towne Square Way, Suite 221",Allegheny,412-885-7180,42,003,2,02,"Brentwood, Pennsylvania 15227
(40.3682161, -79.9832013)"
DDAP-Licensed Treatment Facility,"Gaudenzia, Inc. - Siena House","Building #22, Harrisburg State Hospital",Dauphin,717-238-7455,42,043,22,22,"Harrisburg, Pennsylvania 17106
(40.2942463, -76.8776624)"
DDAP-Licensed Treatment Facility,"Freedom Healthcare Services, LLC",316 Station Street # 100,Allegheny,412-221-1091,42,003,2,02,"Bridgeville, Pennsylvania 15017
(40.3586158, -80.1126358)"
DDAP-Licensed Treatment Facility,"Sanare Today, LLC",917 Old Fern Hill Road Suite 100,Chester,610-344-9600,42,029,15,15,"West Chester, Pennsylvania 19380
(39.980007, -75.589498)"
DDAP-Licensed Treatment Facility,"Aldie Foundation, Inc.",11 Welden Drive,Bucks,215-345-8530,42,017,9,09,"Doylestown, Pennsylvania 18901
(40.3340907, -75.1441601)"
Center of Excellence,Temple University - Of The Commonwealth System of Higher Education,3340 North Broad Street,Philadelphia,215-276-3922,42,101,51,51,"Philadelphia, Pennsylvania 19140
(40.004695, -75.152857)"
DDAP-Licensed Treatment Facility,Soar Corporation Chester,419-21 East 22nd Street,Delaware,610-876-3324,42,045,23,23,"Chester, Pennsylvania 19013
(39.866932, -75.36193)"
PacMAT,"UPMC Insurance Division, White Deer Run/Cove Forge of Erie",1921 W. 8th Street,Erie,814-240-4744,42,049,25,25,"Erie, Pennsylvania 16505
(42.1113546, -80.126654)"
DDAP-Licensed Treatment Facility,"Pyramid Healthcare, Inc.",1230 Veterans Highway,Bucks,215-244-7607,42,017,9,09,"Bristol, Pennsylvania 19007
(40.108843, -74.877865)"
DDAP-Licensed Treatment Facility,"Persad Center, Inc.","5301 Butler Street, Suite 100",Allegheny,412-441-9786,42,003,2,02,"Pittsburgh, Pennsylvania 15201
(40.481812, -79.953507)"
DDAP-Licensed Treatment Facility,Caron Counseling Services,845 N Park Road,Berks,610-678-2332,42,011,6,06,"Wyomissing, Pennsylvania 19610
(40.347646, -75.9589749)"
PacMAT,"Geisinger Clinic, OB/GYN MAT Program, Danville",100 N Academy Ave,Montour ,570-214-2159,42,093,47,47,"Danville, Pennsylvania 17822
(40.967687, -76.604577)"
DDAP-Licensed Treatment Facility,SPHS Behavioral Health,84 North Gallatin Avenue,Fayette,724-437-4705,42,051,26,26,"Uniontown, Pennsylvania 15401
(39.9043917, -79.7237772)"
DDAP-Licensed Treatment Facility,Healthy Responses in a Dysfunctional Society,1885 Mountain View Drive,Bucks,610-847-2958,42,017,9,09,"Quakertown, Pennsylvania 18951
(40.475969, -75.2204826)"
DDAP-Licensed Treatment Facility,Larocco Counseling,1218C Pleasant Valley Blvd,Blair,814-946-5179,42,013,7,07,"Altoona, Pennsylvania 16601
(40.506723, -78.386763)"
DDAP-Licensed Treatment Facility,Penn Presbyterian Medical Center,51 North 39th Street,Philadelphia,215-662-8000,42,101,51,51,"Philadelphia, Pennsylvania 19104
(39.9584267, -75.1994479)"
DDAP-Licensed Treatment Facility,Greene Treatment Center,2695 East Roy Furman Highway,Greene,724-966-5000,42,059,30,30,"Carmichaels, Pennsylvania 15320
(39.857098, -79.937817)"
DDAP-Licensed Treatment Facility,Conewago Snyder,18336 Route 522,Snyder,570-658-7383,42,109,55,55,"Beavertown, Pennsylvania 17813
(40.7536912, -77.1694299)"
DDAP-Licensed Treatment Facility,"Gaudenzia, Inc. Fountain Springs",95 Broad Street,Schuylkill,570-875-4700,42,107,54,54,"Ashland, Pennsylvania 17921
(40.7731018, -76.3375936)"
DDAP-Licensed Treatment Facility,"Familylinks, Inc.",250 Shady Avenue,Allegheny,412-924-0148,42,003,2,02,"Pittsburgh, Pennsylvania 15206
(40.4580345, -79.9226105)"
DDAP-Licensed Treatment Facility,"Adaptive Behavioral Services, Inc.",6031 Broad Street,Allegheny,412-661-7790,42,003,2,02,"Pittsburgh, Pennsylvania 15206
(40.4623124, -79.9230164)"
DDAP-Licensed Treatment Facility,Turtle Creek Valley MH/MR Alternatives,70 South 22nd Street,Allegheny,412-381-2100,42,003,2,02,"Pittsburgh, Pennsylvania 15203
(40.42923, -79.97417)"
DDAP-Licensed Treatment Facility,"Center For Behavioral Health, Inc.",1914 Mercer Avenue,Mercer,724-981-9815,42,085,43,43,"Farrell, Pennsylvania 16121
(41.2144648, -80.4784548)"
DDAP-Licensed Treatment Facility,Roxbury,401 East Louther Street,Cumberland,717-532-4217,42,041,21,21,"Carlisle, Pennsylvania 17013
(40.2024491, -77.1794698)"
DDAP-Licensed Treatment Facility,New Directions Treatment Services,4 Park Plaza,Berks,610-478-0646,42,011,6,06,"Wyomissing, Pennsylvania 19610
(40.345644, -75.959665)"
DDAP-Licensed Treatment Facility,"Progressive Medical Specialists, Inc.",2900 Smallman Street,Allegheny,412-391-6384,42,003,2,02,"Pittsburgh, Pennsylvania 15201
(40.458423, -79.97465)"
DDAP-Licensed Treatment Facility,Stairways Behavioral Health Outpatient Drug And Alcohol Prog,2911 State Street,Erie,814-464-8438,42,049,25,25,"Erie, Pennsylvania 16508
(42.109318, -80.07176)"
DDAP-Licensed Treatment Facility,"Behavioral Wellness & Recovery of Pennsylvania, LLC","1301 Wright's Lane East, Suite 103",Chester,484-983-9859,42,029,15,15,"West Chester, Pennsylvania 19380
(39.948242, -75.611648)"
DDAP-Licensed Treatment Facility,"Gaudenzia, Inc.","31 South 10th Avenue, Suite 6",Chester,610-383-9600,42,029,15,15,"Coatesville, Pennsylvania 19320
(39.985449, -75.80517)"
DDAP-Licensed Treatment Facility,Clear Concepts Counseling,"287 East Industrial Drive, Suite 102",Juniata,717-436-9634,42,067,34,34,"Mifflintown, Pennsylvania 17059
(40.5803439, -77.3678188)"
DDAP-Licensed Treatment Facility,Livengrin Counseling Center,31 South Commerce Way,Lehigh,610-264-5521,42,077,39,39,"Bethlehem, Pennsylvania 18017
(40.644109, -75.439467)"
DDAP-Licensed Treatment Facility,"Transformation Counseling Center, Inc.",314 Thomson Park Drive Suite 314,Butler,724-591-8913,42,019,10,10,"Cranberry Township, Pennsylvania 16066
(40.6981748, -80.1136996)"
DDAP-Licensed Treatment Facility,"Center City Recovery, LLC",1880 JFK Boulevard Suite 1110,Philadelphia,954-594-2512,42,101,51,51,"Philadelphia, Pennsylvania 19103
(39.954096, -75.171007)"
DDAP-Licensed Treatment Facility,T. W.  Ponessa and Associates Counseling Services Inc.,410 North Prince Street,Lancaster,717-560-7917,42,071,36,36,"Lancaster, Pennsylvania 17603
(40.0443817, -76.3092736)"
DDAP-Licensed Treatment Facility,The Wedge Medical Center PC,4243 Frankford Avenue,Philadelphia,215-744-3600,42,101,51,51,"Philadelphia, Pennsylvania 19124
(40.0096665, -75.0891528)"
DDAP-Licensed Treatment Facility,Psychological Services Clinic - New Hope,140 South Market Street,Columbia,570-389-1249,42,037,19,19,"Bloomsburg, Pennsylvania 17815
(41.003193, -76.45853)"
DDAP-Licensed Treatment Facility,Little Creek Outpatient Services Llc,518 Easton Turnpike,Wayne,570-689-2644,42,127,64,64,"Lake Ariel, Pennsylvania 18436
(41.403697, -75.398515)"
DDAP-Licensed Treatment Facility,Girard Medical Center,8th Street and Girard Avenue,Philadelphia,215-787-2000,42,101,51,51,"Philadelphia, Pennsylvania 19122
(39.9705536, -75.1499491)"
DDAP-Licensed Treatment Facility,Rehab After Work,175 King Of Prussia Road,Delaware,610-889-9939,42,045,23,23,"Radnor, Pennsylvania 19087
(40.042344, -75.354713)"
Center of Excellence,"Total Wellness Center, LLC. Clean Slate",329 Pine Street,Lycoming,413-265-2607,42,081,41,41,"Williamsport, Pennsylvania 17701
(41.241026, -77.00357)"
DDAP-Licensed Treatment Facility,"Forensic Counseling Associates, LLC",639 Main Street,Luzerne,570-460-4379,42,079,40,40,"Avoca, Pennsylvania 18641
(41.33785, -75.742855)"
PacMAT,"Allegheny Health Network, AGH Internal Medicine",1307 Federal St. Suite B300,Allegheny,412-359-3751,42,003,2,02,"Pittsburgh, Pennsylvania 15212
(40.457212, -80.007814)"
DDAP-Licensed Treatment Facility,North Philadelphia Health System IOP - Cap,"801 West Girard Avenue, 3rd Floor Tower Building",Philadelphia,215-787-2030,42,101,51,51,"Philadelphia, Pennsylvania 19122
(39.9711298, -75.1496002)"
DDAP-Licensed Treatment Facility,"Independent Family Services, Inc.",636 Scalp Avenue,Cambria,814-262-0007,42,021,11,11,"Johnstown, Pennsylvania 15904
(40.2931785, -78.8708513)"
DDAP-Licensed Treatment Facility,Mountain Laurel Recovery Center,355 Church Street,Tioga,814-367-2003,42,117,59,59,"Westfield, Pennsylvania 16950
(41.913276, -77.537566)"
DDAP-Licensed Treatment Facility,"New Insights II, Inc.",716 State Street,Cumberland,717-303-2035,42,041,21,21,"Lemoyne, Pennsylvania 17043
(40.24339, -76.89965)"
DDAP-Licensed Treatment Facility,"A Better Today, Inc.",212 Main Street,Bradford,570-265-6700,42,015,8,08,"Towanda, Pennsylvania 18848
(41.7682381, -76.4431484)"
DDAP-Licensed Treatment Facility,Gaudenzia Common Ground,3740 Chambers Hill Road,Dauphin,717-238-5553,42,043,22,22,"Harrisburg, Pennsylvania 17111
(40.290201, -76.905028)"
DDAP-Licensed Treatment Facility,"Renew Family Services, LLC","501 Old York Road, Unit 4",Montgomery,267-972-7494,42,091,46,46,"Jenkintown, Pennsylvania 19046
(40.099438, -75.126712)"
DDAP-Licensed Treatment Facility,"Southwest Nu Stop Philadelphia, Inc. - North",1609 Poplar Street,Philadelphia,215-787-9600,42,101,51,51,"Philadelphia, Pennsylvania 19130
(39.970657, -75.163216)"
DDAP-Licensed Treatment Facility,Lourdesmont Behavioral Health Services,1327 Wyoming Avenue,Lackawanna,570-702-8360,42,069,35,35,"Scranton, Pennsylvania 18509
(41.4225, -75.64982)"
DDAP-Licensed Treatment Facility,Pennsylvania Counseling and Psychiatric Services,4918 Locust Lane,Dauphin,717-671-9610,42,043,22,22,"Harrisburg, Pennsylvania 17109
(40.293265, -76.807122)"
DDAP-Licensed Treatment Facility,Brighter Visions Counseling,22 Industrial Circle B,Juniata,717-320-2303,42,067,34,34,"Mifflintown, Pennsylvania 17059
(40.578601, -77.366977)"
DDAP-Licensed Treatment Facility,Pa Treatment and Healing,1855 Fair Avenue,Wayne,570-253-3980,42,127,64,64,"Honesdale, Pennsylvania 18431
(41.59052, -75.2623179)"
DDAP-Licensed Treatment Facility,Pyramid Healthcare Chambersburg,455 Phoenix Drive,Franklin,717-261-9100,42,055,28,28,"Chambersburg, Pennsylvania 17201
(39.9347873, -77.6363931)"
DDAP-Licensed Treatment Facility,Greenbriar Robinson Township,"4955 Steubenville Pike, Twin Towers, Suite 365",Allegheny,412-788-6292,42,003,2,02,"Pittsburgh, Pennsylvania 15205
(40.4490629, -80.1090508)"
DDAP-Licensed Treatment Facility,"Gaudenzia, Inc.",501 Bath Road,Bucks,267-405-6530,42,017,9,09,"Bristol, Pennsylvania 19007
(40.097168, -74.860472)"
DDAP-Licensed Treatment Facility,"Adelphoi Village, Inc. Monastery Run",1108 Village Way,Westmoreland,724-804-7001,42,129,65,65,"Latrobe, Pennsylvania 15650
(40.305497, -79.392936)"
Center of Excellence,Clearfield-Jefferson Drug and Alcohol Comission,135 Midway Drive,Clearfield,814-371-9002,42,033,17,17,"DuBois, Pennsylvania 15801
(41.124871, -78.733404)"
PacMAT,"UPMC Insurance Division, Blair County Drug and Alcohol Programs",3001 Fairway Drive,Blair,814-381-0921,42,013,7,07,"Altoona, Pennsylvania 16602
(40.48423, -78.394044)"
DDAP-Licensed Treatment Facility,Gateway Pleasant Hills,"500 Lewis Run Road, Suite 121",Allegheny,412-466-7734,42,003,2,02,"Pittsburgh, Pennsylvania 15122
(40.3294576, -79.9404425)"
DDAP-Licensed Treatment Facility,New Outlook Academy,900 Agnew Road,Allegheny,412-885-5200,42,003,2,02,"Pittsburgh, Pennsylvania 15227
(40.399376, -79.967995)"
DDAP-Licensed Treatment Facility,"Allied Addiction Recovery, LLC","17 Mckean Avenue, Suite 3",Washington,412-246-8965,42,125,63,63,"Charleroi, Pennsylvania 15022
(40.133921, -79.892942)"
DDAP-Licensed Treatment Facility,Deerfield Center for Addictions Treatment,111 Bridge Street,Forest,888-893-3228,42,053,27,27,"Tionesta, Pennsylvania 16353
(41.4939521, -79.4591881)"
DDAP-Licensed Treatment Facility,SPHS Behavioral Health,2 Eastgate Avenue,Westmoreland,724-684-6489,42,129,65,65,"Monessen, Pennsylvania 15062
(40.16096, -79.88159)"
DDAP-Licensed Treatment Facility,Str Addiction Counseling LLC,1400 Veterans Highway,Bucks,888-755-7227,42,017,9,09,"Levittown, Pennsylvania 19056
(40.1112721, -74.8789056)"
DDAP-Licensed Treatment Facility,"Penn Foundation, Inc.","807 Lawn Avenue, PO Box 32",Bucks,267-517-0020,42,017,9,09,"Sellersville, Pennsylvania 18960
(40.3643167, -75.3253196)"
DDAP-Licensed Treatment Facility,Cove Forge Behavioral System at Pittsburgh,"2500 Jane Street, Second Floor",Allegheny,412-431-3363,42,003,2,02,"Pittsburgh, Pennsylvania 15203
(40.4406248, -79.9958864)"
DDAP-Licensed Treatment Facility,"Mainstream Counseling, Inc.",900 Washington Street,Huntingdon,814-643-1114,42,061,31,31,"Huntingdon, Pennsylvania 16652
(40.48856, -78.01725)"
DDAP-Licensed Treatment Facility,"Twin Lakes Center, Inc.",213 Dale Street,Somerset,814-443-3639,42,111,56,56,"Meyersdale, Pennsylvania 15552
(39.81515, -79.027023)"
DDAP-Licensed Treatment Facility,"Colonial House, Inc.",924 West Market Street,York,717-792-9702,42,133,67,67,"York, Pennsylvania 17401
(39.955665, -76.748574)"
DDAP-Licensed Treatment Facility,"Wyoming Valley Alcohol and Drug Services, Inc.",120 East Third Street,Columbia,570-354-0081,42,037,19,19,"Berwick, Pennsylvania 18603
(41.056041, -76.233463)"
DDAP-Licensed Treatment Facility,Clarity Way,544 Iron Ridge Road,York,877-251-6604,42,133,67,67,"Hanover, Pennsylvania 17331
(39.854647, -76.917844)"
DDAP-Licensed Treatment Facility,Glenbeigh Center of Erie,4906 Richmond Street,Erie,814-864-4226,42,049,25,25,"Erie, Pennsylvania 16509
(42.0815139, -80.0921288)"
DDAP-Licensed Treatment Facility,Hope's Therapeutic Services Llc,501-505 Old York Road Suite 100A,Montgomery,215-885-1867,42,091,46,46,"Jenkintown, Pennsylvania 19046
(40.09888, -75.125824)"
DDAP-Licensed Treatment Facility,Philadelphia Teen Challenge For Men,156 West Schoolhouse Lane,Philadelphia,215-849-2054,42,101,51,51,"Philadelphia, Pennsylvania 19144
(40.0310634, -75.1755771)"
DDAP-Licensed Treatment Facility,"Alcohol and Drug Abuse Services, Inc.","2 Main Street, Seneca Building, Suite 600",McKean,814-362-6517,42,083,42,42,"Bradford, Pennsylvania 16701
(41.9564953, -78.649163)"
DDAP-Licensed Treatment Facility,Genesis House - Harrisburg,2901 North Sixth Street,Dauphin,717-232-6981,42,043,22,22,"Harrisburg, Pennsylvania 17102
(40.291842, -76.894809)"
DDAP-Licensed Treatment Facility,"Axiom Family Counseling Services, Inc.",100 West High Street,Cambria,814-846-5971,42,021,11,11,"Ebensburg, Pennsylvania 15931
(40.485172, -78.725017)"
Center of Excellence,Center for Integrative Medicine (AIDS Care Group),2304 Edgmont Avenue,Delaware,610-583-3800,42,045,23,23,"Chester, Pennsylvania 19013
(39.864297, -75.370515)"
DDAP-Licensed Treatment Facility,"Recovery Concepts Addiction Counseling Services, Inc","233 East Pitt Street, Suite 1",Bedford,814-623-7370,42,009,5,05,"Bedford, Pennsylvania 15522
(40.0191529, -78.5011749)"
DDAP-Licensed Treatment Facility,Chester County Intermediate Unit - Changes,"540 East Union Street, Suite D",Chester,484-905-5144,42,029,15,15,"West Chester, Pennsylvania 19380
(39.960037, -75.594372)"
DDAP-Licensed Treatment Facility,"Curo Aeger Recovery Education, Inc.","1242 West Chester Pike, Suite 200",Chester,484-266-0084,42,029,15,15,"West Chester, Pennsylvania 19382
(39.969235, -75.5593279)"
Center of Excellence,Magee-Womens Hospital of UPMC,300 Halket Street,Allegheny,412-641-1211,42,003,2,02,"Pittsburgh, Pennsylvania 15213
(40.437049, -79.960709)"
Center of Excellence,Hamilton Health Center,110 S 17th Street,Dauphin,717-232-9971 ext 3731,42,043,22,22,"Harrisburg, Pennsylvania 17104
(40.265723, -76.864853)"
DDAP-Licensed Treatment Facility,Reading Hospital,"Kutztown University Boehm Science Hall, Main Street",Berks,484-628-8070,42,011,6,06,"Kutztown, Pennsylvania 19530
(40.5173165, -75.7774177)"
DDAP-Licensed Treatment Facility,"Gaudenzia, Inc.",480 Hafer Road,Union,717-439-2391,42,119,60,60,"Lewisburg, Pennsylvania 17837
(40.990132, -76.887061)"
DDAP-Licensed Treatment Facility,Gratitude House,901 Sixth Avenue,Blair,814-944-3210,42,013,7,07,"Altoona, Pennsylvania 16602
(40.514824, -78.393611)"
DDAP-Licensed Treatment Facility,Mirmont Treatment Center,100 Yearsley Mill Road,Delaware,484-227-1400,42,045,23,23,"Lima, Pennsylvania 19063
(39.9270216, -75.4448305)"
DDAP-Licensed Treatment Facility,"Hispanic American Organization, Inc.",462 West Walnut Street,Lehigh,610-435-5334,42,077,39,39,"Allentown, Pennsylvania 18102
(40.601778, -75.4668)"
Center of Excellence,"Crossroads Counseling, Inc.",8 North Grove Street (Suite 4),Clinton,570-323-7535,42,035,18,18,"Lock Haven, Pennsylvania 17745
(41.134116, -77.443585)"
DDAP-Licensed Treatment Facility,"Catholic Charities Counseling and Adoption Services, Inc.",329 West 10 Street,Erie,814-456-2091,42,049,25,25,"Erie, Pennsylvania 16502
(42.1103844, -80.0953942)"
DDAP-Licensed Treatment Facility,Wesley Spectrum Services,221 Penn Avenue,Allegheny,412-342-2370,42,003,2,02,"Wilkinsburg, Pennsylvania 15221
(40.4461863, -79.8922428)"
DDAP-Licensed Treatment Facility,Family Service And Children's Aid Society Of Venango County,358 North Seneca Street,Venango,814-432-3466,42,121,61,61,"Oil City, Pennsylvania 16301
(41.439148, -79.709249)"
Center of Excellence,Butler Memorial Hospital - Inpatient/Outpatient needs ,1 Hospital Way,Butler,724-284-4355 (Inpatient needs); 724-284-4759 (Outpatient needs),42,019,10,10,"Butler, Pennsylvania 16001
(40.867606, -79.880425)"
Center of Excellence,The Wright Center for Primary Care Mid Valley,5 South Washington Avenue,Lackawanna,570-230-0019,42,069,35,35,"Jermyn, Pennsylvania 18433
(41.51599, -75.54814)"
DDAP-Licensed Treatment Facility,"Rehab Management, Inc. D/B/A Rehab After Work","1725 Oregon Pike, Suite 205 B",Lancaster,800-238-4357,42,071,36,36,"Lancaster, Pennsylvania 17601
(40.0722367, -76.2990331)"
DDAP-Licensed Treatment Facility,Treatment and Recovery Partnership,719 East Chelter Avenue,Philadelphia,215-403-7912,42,101,51,51,"Philadelphia, Pennsylvania 19144
(40.00671, -75.16349)"
DDAP-Licensed Treatment Facility,"Belmont Behavioral Hospital, LLC",4200 Monument Road,Philadelphia,215- 515-7641,42,101,51,51,"Philadelphia, Pennsylvania 19131
(39.99961, -75.215567)"
DDAP-Licensed Treatment Facility,SPHS Behavioral Health,1047 Morrell Avenue - Greenwood Center,Fayette,724-628-3435,42,051,26,26,"Connellsville, Pennsylvania 15425
(40.0178522, -79.5894828)"
DDAP-Licensed Treatment Facility,The Lighthouse For Women of Greenbriar Treatment Center,1633 Weirich Avenue,Washington,724-222-4753,42,125,63,63,"Washington, Pennsylvania 15301
(40.1578235, -80.2925621)"
DDAP-Licensed Treatment Facility,"Hogar Crea International, Inc. of Pennsylvania",1920 Market Street,Northampton,610-694-0700,42,095,48,48,"Freemansburg, Pennsylvania 18017
(40.622159, -75.34576)"
DDAP-Licensed Treatment Facility,Clear Brook Manor,1100 East Northampton Street,Luzerne,570-823-1171,42,079,40,40,"Wilkes Barre, Pennsylvania 18706
(41.2185607, -75.8487069)"
DDAP-Licensed Treatment Facility,Kensington Hospital,136 West Diamond Street,Philadelphia,215-426-8100,42,101,51,51,"Philadelphia, Pennsylvania 19122
(39.981628, -75.134628)"
DDAP-Licensed Treatment Facility,"Northeast Treatment Centers, Inc.",2205 Bridge Street,Philadelphia,215-743-6150,42,101,51,51,"Philadelphia, Pennsylvania 19137
(40.010615, -75.069159)"
DDAP-Licensed Treatment Facility,Family Services of Western Pennsylvania,314 South Water Street,Armstrong,724-994-9221,42,005,3,03,"Kittanning, Pennsylvania 16201
(40.810673, -79.517486)"
DDAP-Licensed Treatment Facility,"Bradford Recovery Center, LLC",64 School Street,Bradford,570-537-6035,42,117,59,59,"Millerton, Pennsylvania 16936
(41.97512, -76.90758)"
DDAP-Licensed Treatment Facility,"Diakon Child, Family and Community Ministries",571 Mountain Road,Cumberland,717-795-0368,42,041,21,21,"Boiling Springs, Pennsylvania 17007
(40.1211604, -77.1336464)"
DDAP-Licensed Treatment Facility,Truenorth Wellness Services,"73 East Forrest Avenue,  Box 12",York,717-235-0199,42,133,67,67,"Shrewsbury, Pennsylvania 17361
(39.7568262, -76.6701475)"
DDAP-Licensed Treatment Facility,"Fulton Alternative Services, LLC","214 Peach Orchard Road, North Wing",Fulton,717-485-6102,42,057,29,29,"Mc Connellsburg, Pennsylvania 17233
(39.937216, -78.006755)"
DDAP-Licensed Treatment Facility,"CPP Behavioral Health, Inc.",253 South Mount Vernon Avenue,Fayette,724-550-4343,42,051,26,26,"Uniontown, Pennsylvania 15401
(39.895039, -79.738687)"
DDAP-Licensed Treatment Facility,RHD Montgomery County Methadone Center,316 Dekalb Street,Montgomery,610-272-3710,42,091,46,46,"Norristown, Pennsylvania 19401
(40.106892, -75.3461516)"
DDAP-Licensed Treatment Facility,"Axiom Family Counseling Services, Inc.",225 Margaret Avenue Suite 3,Westmoreland,724-522-5456,42,129,65,65,"Jeannette, Pennsylvania 15644
(40.31086, -79.62082)"
DDAP-Licensed Treatment Facility,Parkside Recovery Frankford,"4806 Frankford Avenue, 2nd Floor",Philadelphia,215-533-6204,42,101,51,51,"Philadelphia, Pennsylvania 19124
(40.0182431, -75.0826596)"
DDAP-Licensed Treatment Facility,"Re-Enter, Inc.",3331 Powelton Avenue,Philadelphia,215-222-2770,42,101,51,51,"Philadelphia, Pennsylvania 19104
(39.960484, -75.190765)"
DDAP-Licensed Treatment Facility,Lancaster Clinical Counseling Associates,129 East Orange Street,Lancaster,717-299-0131,42,071,36,36,"Lancaster, Pennsylvania 17602
(40.040304, -76.302686)"
DDAP-Licensed Treatment Facility,Family and Community Service of Delaware County,37 North Glenwood Avenue,Delaware,610-626-5800,42,045,23,23,"Clifton Heights, Pennsylvania 19018
(39.9316912, -75.2937399)"
DDAP-Licensed Treatment Facility,Clear Concepts Counseling,24 North Main Street,Mifflin,717-242-3070,42,087,44,44,"Lewistown, Pennsylvania 17044
(40.5983174, -77.5755363)"
DDAP-Licensed Treatment Facility,"Spiritlife, Inc.",170 Father Martin Telenson Lane,Indiana,724-465-2165,42,063,32,32,"Penn Run, Pennsylvania 15765
(40.596051, -79.005246)"
DDAP-Licensed Treatment Facility,Trehab,70 Hollowcrest Road,Wyoming,570-278-3378,42,131,66,66,"Tunkhannock, Pennsylvania 18657
(41.577652, -75.975628)"
DDAP-Licensed Treatment Facility,"Creative Health Services, Inc. Satellite",452 Penn Street,Montgomery,610-327-1503,42,091,46,46,"Pennsburg, Pennsylvania 18073
(40.3985636, -75.4955096)"
DDAP-Licensed Treatment Facility,"Catholic Social Services of The Diocese of Scranton, Inc.",33 East Northampton Street,Luzerne,570-829-3489,42,079,40,40,"Wilkes Barre, Pennsylvania 18701
(41.243213, -75.8844)"
DDAP-Licensed Treatment Facility,"Habit OPCO, Inc.",759 Susquehanna Trail,Northumberland,570-538-1240,42,097,49,49,"Watsontown, Pennsylvania 17777
(41.0610389, -76.8434128)"
DDAP-Licensed Treatment Facility,Drug And Alcohol Rehabilitation Services Inc.,1290 Prospect Road,Lancaster,717-285-0420,42,071,36,36,"Columbia, Pennsylvania 17512
(40.036313, -76.4551384)"
DDAP-Licensed Treatment Facility,"Northeast Treatment Centers, Inc. (Net Steps 2)",7520 State Road,Philadelphia,267-348-3550,42,101,51,51,"Philadelphia, Pennsylvania 19136
(40.030138, -75.027397)"
DDAP-Licensed Treatment Facility,Greenbriar Treatment Center,1840 Washington Road,Washington,724-225-9700,42,125,63,63,"Washington, Pennsylvania 15301
(40.2287314, -80.1816719)"
DDAP-Licensed Treatment Facility,Anthony Pater Counseling,"511 Allegheny Street, Suite 5",Blair,814-935-1185,42,013,7,07,"Hollidaysburg, Pennsylvania 16648
(40.4303308, -78.3913296)"
DDAP-Licensed Treatment Facility,Mercy Behavioral Health,"412 East Commons, East Commons Center",Allegheny,412-323-4500,42,003,2,02,"Pittsburgh, Pennsylvania 15212
(40.4512134, -80.0024205)"
DDAP-Licensed Treatment Facility,"Alpha House, Inc.",435 Shady Avenue,Allegheny,412-363-4220,42,003,2,02,"Pittsburgh, Pennsylvania 15206
(40.454894, -79.921624)"
DDAP-Licensed Treatment Facility,"Community Service Foundation, Inc.",253 North Main Street,Bucks,215-257-4131,42,017,9,09,"Sellersville, Pennsylvania 18960
(40.3608833, -75.3117599)"
DDAP-Licensed Treatment Facility,Ellen O'Brien Gaiser Addiction Center,165 Old Plank Road,Butler,724-287-8205,42,019,10,10,"Butler, Pennsylvania 16003
(40.837043, -79.903036)"
DDAP-Licensed Treatment Facility,Recovery Care LLC,207 North 14Th Street,Westmoreland,855-502-2273,42,129,65,65,"Jeannette, Pennsylvania 15644
(40.334148, -79.626748)"
DDAP-Licensed Treatment Facility,"Sojourner House, Inc.",5460 Penn Avenue,Allegheny,412-441-7783,42,003,2,02,"Pittsburgh, Pennsylvania 15206
(40.4641639, -79.933458)"
DDAP-Licensed Treatment Facility,"Renewal Treatment, Inc.","704 Second Avenue, Sixth Floor",Allegheny,412-690-2445,42,003,2,02,"Pittsburgh, Pennsylvania 15222
(40.42412, -79.95219)"
